ID,Claim
12927,1
16982,0
17845,1
16816,0
16597,0
11819,0
13215,1
17723,0
19386,1
12648,1
16164,0
14648,0
13114,1
12677,0
17400,0
14707,1
15878,1
13825,1
12713,0
19350,1
17358,1
15243,0
17765,1
12981,1
17538,1
17875,0
15329,1
12614,1
19981,1
18716,0
15366,0
12575,0
18529,1
13689,1
17331,0
12048,1
17558,1
14724,1
16447,1
19061,0
12302,0
19756,0
15797,1
19857,1
12830,1
19477,1
12196,0
18635,1
14629,1
17885,1
14110,0
12629,0
18982,1
11782,0
18736,1
11130,1
12322,0
18293,1
11739,1
18078,0
11321,1
18130,1
18001,1
13956,1
12471,1
14869,1
16955,1
14610,1
11771,0
11450,1
19284,1
13359,0
14900,0
17832,0
15035,1
11492,1
12464,0
11020,1
13634,1
14911,1
17745,1
12089,1
11478,0
15448,0
13017,1
13174,1
15262,1
19605,1
19828,1
16226,1
12330,0
17726,0
19213,0
14528,0
13311,0
13550,0
18273,1
18501,0
19243,0
14125,1
14194,1
13804,0
15894,1
16919,0
12871,0
13465,0
18940,1
13362,0
14650,1
18295,0
18005,1
13396,0
18353,0
14729,0
17436,1
17642,0
17209,1
13227,1
17135,1
11153,1
17971,1
15116,0
13731,0
14913,1
12719,1
16350,1
14207,1
19159,1
14713,0
15104,0
13463,0
17450,0
11177,0
18093,0
18264,0
17077,0
19967,1
12454,0
14392,0
14278,1
16000,1
14891,1
12148,1
19168,1
18788,1
16721,0
15379,0
18707,0
12975,1
19260,1
18928,1
12764,1
15385,0
17193,1
17547,1
18427,1
16447,0
19474,1
14343,1
15855,0
11473,0
18658,0
15639,1
16033,1
15235,1
16360,1
16678,0
19961,0
11002,0
13139,1
12794,0
11232,1
13231,0
18854,1
16717,0
14743,0
12411,1
15192,0
17979,1
13055,0
13587,1
13345,0
14193,1
18639,0
14691,1
19861,0
14572,1
13614,1
17100,1
17646,1
17999,1
19414,0
16157,0
14342,1
12307,1
15901,1
13979,1
18706,1
14420,1
14118,1
12956,1
19020,0
13769,1
14084,0
14896,0
16234,0
12533,0
16508,1
16853,0
15338,1
14099,1
17857,0
16328,0
17314,1
12896,0
12280,0
12688,0
12199,0
18394,0
11706,0
11909,1
12434,0
14701,1
11933,0
17989,0
14351,0
11708,0
11991,1
19033,0
13510,0
11018,1
17537,0
14203,1
16516,1
11404,1
19117,1
18560,1
18808,0
18411,1
17848,1
14537,1
18867,1
12456,1
17627,1
18924,1
19167,0
19870,1
13895,1
19651,0
17124,0
19789,1
15595,0
16384,0
12963,1
19958,1
11950,1
19422,0
12478,0
18929,0
13636,0
18411,0
11600,1
12023,1
19487,1
15742,0
14444,1
11473,0
16328,0
18745,0
18466,1
15289,1
11189,0
15293,0
16672,1
14967,1
16257,0
11909,1
11006,0
11661,1
11071,1
17846,0
16611,1
14818,0
14217,1
15090,0
15522,0
17730,0
16062,0
16942,0
16102,1
19485,1
17788,0
19965,0
12706,1
11168,0
16007,1
15732,0
17609,0
14369,1
15396,1
17808,0
15418,1
18350,1
13918,0
18829,0
11399,0
15371,1
15510,0
18278,1
19969,0
14007,1
14880,0
11659,1
13461,0
13294,0
16736,0
11388,0
16154,1
18315,0
16325,1
11931,0
14929,0
19329,0
16898,1
18344,1
15205,0
17603,0
11640,0
13605,0
19719,1
11471,0
17019,1
13215,0
12659,0
18365,0
11111,0
15339,1
14825,0
12998,1
14316,1
18973,0
12828,1
11831,1
11989,0
15017,1
15656,1
18137,0
11974,1
11304,1
16689,1
15228,1
16887,0
12544,0
16110,0
18697,1
11101,1
13384,1
15355,1
13093,1
14149,0
19765,0
11000,0
16304,0
14835,1
18977,1
14891,0
17056,1
16557,0
18651,1
17562,1
15679,1
17887,1
13845,1
16780,0
11225,0
19558,1
16880,1
11234,0
11336,1
14499,0
18778,1
12317,0
15770,1
17187,1
16051,1
13118,1
12412,1
18454,1
11461,0
17851,1
12062,1
18309,0
13489,0
13185,1
16894,0
13174,0
13738,0
12175,0
19028,0
13493,0
11728,0
19197,1
14202,0
18520,0
17783,0
19054,0
16474,0
11261,1
16785,0
12845,0
19854,1
17648,1
13391,1
19005,1
16947,0
18786,1
13298,0
18717,1
14391,0
11562,1
19091,1
18404,1
18817,0
14993,1
14446,1
16134,0
17990,0
11913,0
13768,1
15778,1
12127,1
18184,1
14773,0
18280,1
19498,1
12546,0
11795,1
18948,1
18187,1
17864,1
12740,0
18172,1
19978,0
14998,1
16297,1
17259,1
16617,1
15283,1
13476,0
17245,0
17866,0
16524,0
14514,1
11153,0
18220,0
13068,0
14188,1
15710,1
19880,1
17002,1
13330,1
11799,0
19954,1
13644,1
15510,0
18002,1
12018,1
13359,1
12433,0
17168,0
13583,1
15705,1
18372,0
16038,0
14364,1
19837,0
11168,1
18456,0
19631,1
14903,1
14146,0
14910,1
15111,1
17191,1
11132,0
17438,0
11010,1
16426,0
17325,0
15508,1
18442,0
14847,0
17838,1
15075,0
13820,1
14027,0
11801,1
19702,1
13020,1
18879,1
11269,0
15362,1
18077,1
16545,0
13630,0
12997,1
19895,0
12921,0
11378,0
14356,1
12467,0
19976,1
18018,1
19659,0
13698,1
12976,0
11528,1
19325,0
17952,1
12034,1
19710,0
13941,0
12103,1
14569,1
15855,0
13508,0
13907,0
13948,1
11086,0
14435,0
12615,0
11702,1
12376,1
17164,0
11649,0
12168,0
18867,0
19007,1
18483,1
16249,1
16607,1
11444,1
12877,0
12513,0
19551,1
19398,0
17440,0
14352,1
16349,1
17039,1
14913,0
19712,1
12125,1
18162,0
16329,0
13258,1
18485,1
14020,1
13221,1
11048,1
15062,1
14414,1
15575,0
12095,1
11402,1
19846,0
13974,0
13806,0
17909,1
18128,1
16278,1
15855,0
19421,1
12261,1
17401,0
11696,0
14378,0
11232,0
14648,1
12103,1
14678,1
16974,1
12979,1
11855,1
12518,1
14586,0
18752,1
12043,1
15599,1
19802,1
15999,0
15800,1
19175,0
18766,0
17841,0
11420,0
17368,1
19396,0
18139,1
13900,0
12543,1
12155,0
11115,1
13165,0
12226,1
16537,1
11925,0
16952,1
11775,0
13549,1
17732,1
16297,1
18545,1
14252,0
15093,0
17157,1
13775,0
15614,1
14973,0
17123,1
14038,0
16452,1
18718,1
13382,1
13844,1
15538,0
12783,1
12155,0
19459,1
15037,0
17970,1
14389,1
14975,1
14799,1
19781,1
19909,0
16254,0
14799,0
11957,1
11110,1
15499,0
18856,0
16284,1
19071,0
15016,1
16995,1
16964,0
15035,1
12856,1
11898,1
17174,1
12340,1
18482,0
11813,1
14136,0
16738,0
11084,1
16941,1
17676,0
17084,0
14250,0
17290,1
16349,1
12282,1
11474,0
19564,0
19414,1
13848,1
12029,1
14822,0
12194,0
17938,1
15220,0
19070,1
19342,0
18374,0
15210,1
12263,1
14381,1
15907,1
14585,0
14597,1
16588,1
15121,1
13043,0
16568,0
16640,1
12370,0
11302,0
16634,1
16196,1
19272,0
19858,1
11559,1
16047,0
13814,0
16080,0
15731,1
19610,0
17970,1
11212,1
17603,1
11585,1
14614,0
15848,1
15597,0
16279,1
12853,1
17591,1
12786,0
13351,0
12972,0
19429,1
12245,1
18310,1
13123,1
15842,0
14185,1
13879,1
15463,1
15601,1
11845,1
11198,1
11917,1
16180,0
19003,0
17327,1
14683,0
17791,0
16812,0
14961,0
11535,0
12376,0
18356,0
16547,1
18469,1
15353,1
14723,1
18559,1
13868,1
11391,0
13326,1
11359,1
12000,0
14319,1
14934,1
15338,1
13362,1
16566,1
13413,1
18169,0
14525,1
16689,0
14083,1
19044,0
11815,0
12383,0
19450,0
11649,1
14350,0
17629,0
18355,1
18877,1
13951,1
11988,0
19292,0
14919,1
17327,1
16997,1
15294,1
15260,1
16645,1
11363,1
16705,0
13627,0
17454,1
16417,0
15078,1
19144,1
13257,0
11174,1
11383,1
15255,0
15586,0
15626,1
19342,0
14147,0
16022,0
11181,1
18720,1
15141,0
16976,0
12897,1
15777,0
19060,0
16623,0
18435,1
15080,1
16624,1
15407,0
11013,0
19113,0
14125,0
19721,0
11540,0
13590,0
19505,1
14549,0
14077,0
13813,1
13469,1
11930,1
17410,0
13171,1
18563,1
14825,0
11958,1
15970,0
15776,1
19537,1
14061,0
16724,1
17779,1
13495,0
11486,1
14052,1
11566,0
16838,1
16696,0
14427,0
14658,0
11085,1
13868,0
13483,1
12697,0
16998,1
12913,1
14506,0
17879,1
18855,1
16369,0
12624,1
15916,0
15004,0
17204,1
18780,1
12403,1
13630,0
18705,0
11236,0
15569,1
11308,0
13142,0
15309,1
15978,0
14072,0
14816,1
15319,1
16137,1
15175,0
18420,0
12068,1
11155,1
12481,0
13385,1
16739,1
14289,0
15719,1
19096,1
19141,1
19447,1
11202,1
15046,1
11408,1
19316,0
16253,0
16596,0
13781,0
14624,1
18222,0
19641,0
14052,0
13610,1
18621,0
11304,1
19663,1
16018,0
13786,0
19473,1
12009,1
13262,1
13345,1
18692,1
19581,0
14004,0
11356,1
13585,1
11005,0
19513,1
13395,0
12690,1
16202,1
12720,0
13298,0
11954,0
18831,0
16788,0
16299,1
19165,1
13257,0
15346,1
12632,0
11174,0
19876,1
12573,1
17099,1
15454,0
16667,1
13443,1
15330,0
12106,0
19893,0
19187,1
14887,1
13521,1
17456,1
11288,1
13969,1
18201,0
17940,1
14341,0
18963,0
18388,0
17383,1
13272,1
14690,0
15592,0
18916,1
13530,1
11026,1
12700,0
19731,0
17216,1
16593,1
18017,0
11684,1
16559,0
13761,0
17176,0
16648,1
15272,0
11575,0
14380,1
18741,0
12362,1
17834,0
14337,1
14634,0
17975,0
12919,1
15047,1
17490,1
12489,1
12110,0
18088,0
14357,0
17644,1
18055,1
19055,1
18176,0
13685,0
16464,1
13206,1
14163,0
17712,1
17354,0
12613,1
12033,1
16488,0
17951,1
11523,1
18472,1
13495,0
18730,1
14633,0
11334,0
15338,1
16933,0
19466,1
14505,0
15316,1
17622,1
16383,1
16115,1
17949,0
18997,0
13537,1
19118,0
12444,0
12451,0
16865,1
14191,0
15450,0
17070,0
17159,0
16431,1
17555,0
19106,0
13995,0
12951,0
15949,1
11616,1
11577,1
17287,0
17432,1
18387,1
11279,1
11688,1
16033,0
17818,0
18775,1
14065,0
18398,1
15229,0
11331,0
15687,1
18740,0
12117,0
19221,0
13314,1
15651,0
12872,1
11420,0
12636,0
17107,0
18762,0
15778,1
17612,0
15569,1
19319,0
13910,1
12613,0
13330,1
13315,1
18911,1
18733,1
13372,0
17304,0
17704,1
15895,0
13045,0
17435,0
13162,1
13150,0
15560,1
12123,0
18499,0
14406,1
17371,1
12455,0
15169,1
17708,1
18948,1
19789,1
12704,1
19189,0
13629,1
13519,0
18677,1
18448,0
18815,1
18308,1
13326,0
18992,1
17766,1
17328,0
19953,1
14768,1
16271,0
15378,1
13010,0
15474,1
19177,0
13329,0
16314,0
11993,1
13199,1
16237,1
19388,0
11350,0
17093,1
11634,0
13056,1
19450,1
18170,0
16663,1
12171,0
17214,1
17771,1
17143,0
17681,1
11475,0
16684,1
15669,0
13242,1
13201,0
11921,0
16127,1
13642,1
11550,1
16429,0
19000,1
19753,1
11057,0
12129,0
11710,1
17964,0
19104,0
18419,1
15829,0
19027,1
15702,1
14125,0
13981,0
18555,0
15651,0
14687,0
14573,0
14952,0
18387,0
17184,0
13887,1
13517,1
11928,0
17703,0
13236,0
15717,0
16716,1
18443,1
18526,0
18544,0
14176,1
18929,1
12211,1
17318,1
14614,0
15944,0
15709,0
17984,0
17042,0
15488,1
11194,0
11887,1
16398,1
14769,1
19819,0
14681,1
16424,0
13467,1
18676,1
17296,1
18167,0
11511,0
14183,0
16236,0
14301,0
19838,1
17996,0
18710,0
17681,0
12126,0
15293,1
15086,1
15512,0
19129,0
13406,1
15708,1
13153,0
16489,0
19103,1
12363,1
19019,0
17419,1
12647,1
12570,0
16142,1
12845,0
14620,1
13208,0
13249,1
18932,1
13152,1
13404,0
16039,0
12549,0
11848,0
11466,1
16964,0
18542,1
12012,0
13552,0
11484,0
12044,0
11307,0
19479,0
13502,1
18997,1
17839,0
19930,1
14928,0
18778,0
15317,0
14823,0
11804,0
11707,0
16691,1
12364,0
13141,1
16172,1
17059,0
19689,0
12444,1
17472,1
12828,0
11588,0
17936,1
17726,1
17861,1
11479,1
17197,1
14085,0
14532,0
16010,0
16722,1
14525,1
13937,0
17604,1
15476,1
13357,1
19899,1
15941,1
13661,0
14626,1
17671,1
19326,0
12563,1
17800,1
13056,1
14975,0
13038,0
13067,0
11466,0
16232,1
16712,0
18291,0
19839,0
12214,1
14794,1
19711,0
14122,0
16651,1
17855,1
13998,0
13470,1
16321,0
17214,0
17229,0
13986,0
15321,1
18781,1
14974,0
11081,0
14832,1
14506,0
15772,0
15395,1
11443,0
11890,1
18480,1
15867,0
17343,1
15149,1
14395,0
12051,1
14612,0
16017,1
18931,0
18321,1
13879,0
19086,0
11915,0
19623,0
11095,0
13235,0
18920,1
19396,0
12489,0
12918,1
14794,1
17831,1
12938,0
11645,1
13451,1
19396,1
14268,1
19963,0
14640,1
14255,1
17996,0
12453,0
18871,1
11226,0
19565,1
14209,0
12780,1
13783,1
19645,1
16538,0
14325,1
17455,0
12054,0
13126,1
13576,0
18207,1
16551,0
15226,0
17093,0
14403,0
18177,1
13633,1
14604,0
13236,0
16233,0
13140,0
12663,1
11303,0
15764,0
16745,0
11225,1
12415,1
19996,1
19762,0
17556,1
18482,0
14581,0
14613,0
13086,0
19896,1
16904,1
19889,0
17739,0
13957,1
15365,0
13191,0
13694,0
11325,0
16170,0
12548,1
18923,1
16263,1
17570,0
13242,0
18807,1
12771,1
19181,1
11701,1
11336,0
11848,1
13580,0
14637,1
13203,1
13856,0
15883,0
18054,0
15914,1
11034,0
14318,1
13913,0
16224,1
17071,0
14065,1
12447,0
14526,0
14454,1
15570,0
14383,0
11966,0
15082,0
16511,0
15741,1
14728,0
15196,1
17227,0
19374,0
18686,0
12213,1
12175,0
13638,0
16866,0
12357,0
19741,1
15971,0
12120,1
12659,1
18555,1
19148,1
19299,1
11609,0
18915,0
14848,1
18357,0
17924,0
15456,1
19315,1
18541,0
15305,1
16793,0
18719,1
17657,0
13718,0
18232,0
17078,1
19977,1
19961,0
16946,1
12299,1
13448,1
15437,1
14489,1
12995,0
14919,1
11322,0
16700,0
14011,1
19138,1
19446,1
15404,1
11798,1
13965,0
19005,0
15729,0
15795,1
15336,0
12051,0
11734,1
15622,1
19812,0
19227,1
18079,1
14050,0
14479,0
16929,1
15058,0
12605,1
17708,1
19048,0
16824,0
11257,1
17114,1
17076,0
16245,1
19211,1
13088,1
12879,1
14517,0
18385,1
14769,0
14176,1
17653,1
17196,1
15982,0
11636,0
13451,1
15204,1
15654,0
19437,0
16416,1
18221,1
16117,1
15021,1
13533,0
14976,1
12494,0
13186,1
17946,1
13715,1
14330,1
12200,1
12926,1
14775,1
12637,1
14113,1
12038,0
16607,1
19818,1
17832,1
13142,0
17097,1
16129,1
15751,1
15347,0
14508,1
11461,0
14686,1
16754,0
15425,0
15614,0
12977,0
15351,0
13677,0
11578,1
19913,1
13352,0
12762,1
17653,0
12039,1
17566,0
16829,0
13435,1
19187,1
18495,1
15218,1
18744,1
11891,1
13480,1
17808,1
17494,0
19134,1
13753,0
12441,1
13123,1
16371,1
13138,1
16519,0
16640,0
12867,1
19213,1
18714,1
13808,0
16602,1
16757,0
15682,1
15846,1
19634,1
11101,1
14124,0
12998,0
15459,1
12162,0
19337,0
16511,0
13748,0
14544,0
12701,1
12216,1
11660,1
14674,1
19455,1
16988,0
11781,0
17103,1
18170,1
11873,1
17751,0
14451,1
18414,0
16347,1
15942,1
11212,0
15126,0
18727,0
14738,0
15028,0
12864,1
14420,1
15857,0
11265,1
18204,0
16113,0
15385,1
11398,0
19337,1
11968,1
15461,0
19058,1
18837,0
13155,1
17178,1
13175,0
11530,0
14476,1
13066,1
19459,1
13719,0
13481,0
19828,1
18363,1
17387,0
14930,1
16565,0
13529,0
19020,0
18518,1
19026,0
17152,0
19432,1
12684,1
14174,1
17079,0
12924,1
13790,1
16470,1
15268,1
17012,1
15541,1
15895,0
15381,1
14013,0
16249,0
13037,0
15290,0
11416,0
17558,1
17699,1
12059,1
11963,1
14911,0
15759,1
17517,1
19941,1
15434,0
15777,1
12643,1
19747,0
18640,1
18922,1
15550,1
16715,0
19947,0
14926,1
13699,1
18604,0
19774,0
12189,0
12528,1
16226,0
11130,0
19406,0
17513,1
16671,0
17808,1
17504,1
11641,0
19263,0
14835,1
18552,1
15188,1
13384,1
16496,1
18271,1
15210,0
17641,0
15465,1
12992,0
12310,1
18219,1
13554,1
11649,0
19924,1
13898,1
13664,1
17772,0
14431,0
17393,1
17443,1
15083,0
12154,1
16102,0
14283,1
13761,1
16991,1
18399,1
16811,0
16646,0
12894,1
19217,1
14646,1
16224,1
18311,0
18693,1
17145,0
18335,1
14639,1
13047,1
11044,1
13776,1
19166,1
18507,1
13751,1
15001,1
11444,1
17361,0
18492,1
17512,0
14731,0
19619,1
15714,0
19021,1
11595,0
19318,0
18316,0
18630,1
14296,0
12347,1
11441,1
14543,0
18317,0
15010,1
13588,1
16373,1
16605,1
11311,0
16764,0
13184,0
11829,1
13466,1
19061,0
17911,1
18533,1
13523,0
14768,0
12851,0
16245,0
19468,0
11847,0
14600,0
11344,1
11117,1
11979,0
11734,0
18150,0
19395,1
17036,1
14838,1
14496,0
14558,0
15964,1
18950,0
14974,0
14141,0
15801,1
17267,1
14490,1
11601,1
11422,0
17608,1
11134,0
11804,0
16832,0
16315,0
17237,1
17268,0
18689,0
18853,1
13369,0
17547,1
13882,0
17184,0
11846,1
15616,0
15029,0
14012,0
17805,1
12962,1
12112,0
19216,1
11320,0
12228,0
17164,0
12175,1
14154,1
15405,0
11432,0
16229,1
17853,0
19225,1
15047,1
13725,0
11982,1
18642,1
17819,0
14904,1
14292,0
14560,1
13815,1
18545,0
13169,0
14133,1
15529,1
15087,1
19095,1
18322,1
13899,1
13977,1
13432,1
11695,0
12827,1
11229,0
11585,0
12229,1
13034,1
12910,1
13622,0
15661,0
16473,1
11167,1
18215,0
11900,0
11029,1
17717,0
19494,0
12390,1
12711,1
16638,1
18075,0
15833,1
11762,1
18958,0
18554,1
11920,1
19014,1
19477,0
13450,0
15559,0
18340,1
12107,0
17902,0
19472,1
11753,0
12740,0
14193,0
16194,0
16279,0
16640,1
15122,1
15611,0
17537,1
15919,0
18565,1
11802,1
17307,1
14071,1
19026,1
14004,0
18014,0
14289,0
17817,0
15964,0
17476,1
12653,1
11948,0
14151,1
19460,1
15288,0
16573,1
19141,0
19604,1
18588,1
12403,1
11374,1
16444,1
14877,1
13419,1
11497,0
17324,0
14216,0
18524,1
15967,0
14849,0
11583,1
18808,0
14336,0
14642,1
15832,1
16822,0
18034,0
16836,1
15638,0
15403,1
19688,0
18720,1
18584,0
18158,0
13240,1
12482,0
11529,0
14150,1
11143,1
18276,0
15948,0
11499,1
13607,0
11544,1
13424,1
17630,1
18293,1
19393,0
17952,0
18644,0
16970,0
18958,0
13656,0
15910,0
18832,1
12832,0
13008,1
12942,1
18282,0
14999,1
16514,1
11088,1
13551,1
13300,1
17397,0
11432,1
16652,0
15905,1
18945,0
13290,1
13138,1
13497,1
18390,0
15990,1
12313,1
18644,0
11438,0
14292,1
12127,1
15985,1
18857,0
14469,1
12085,0
16052,1
18526,0
12194,0
12572,0
14104,0
19713,0
11919,1
14171,1
14282,1
18097,0
15046,0
19185,1
12564,0
19428,0
13757,1
11262,1
12760,1
15523,0
15792,0
13798,1
19088,1
17523,1
16706,1
16780,1
14280,0
16165,0
17573,0
17575,1
14092,1
19584,0
11989,1
14988,1
12710,1
11428,0
16412,1
11993,0
11588,0
12346,0
19093,1
11598,1
18410,0
13247,1
11079,0
13558,0
19245,1
18666,1
12357,0
12505,0
12381,0
13766,0
19808,0
16592,1
13235,1
12351,0
17632,1
18329,1
11989,0
17787,1
16189,0
14415,1
11134,1
13752,1
19410,0
11534,0
14351,0
18756,0
12148,0
12509,1
13124,1
11927,0
15822,1
11395,1
17417,1
19595,0
17863,0
15137,0
13913,1
19829,0
19168,1
18612,1
11898,1
15127,1
17876,0
11435,1
12030,1
12061,1
17582,0
17355,0
12425,1
19796,1
16422,1
16557,1
16261,1
18681,1
17508,0
17763,1
17562,0
16383,1
17655,0
11347,1
16753,1
14311,0
11297,0
15799,1
14993,0
11988,1
14928,1
12652,0
11367,1
13338,1
19661,0
15431,0
18731,0
19574,1
12514,0
18967,1
17333,1
18475,0
11559,1
18552,1
18456,1
11581,0
14709,1
15248,0
15299,1
12939,1
14473,1
